NCES LEA ID,State ID,District Name,Mailing Address,City,State,Zip Code,Zip +4,Telephone,Locale codes of schools in the LEA,Each school has a locale code of 7 or 8?,Is the LEA defined as rural by the State?,Average Daily Attendance,Is county population density less than 10 persons/sq. mile?,Percentage of children from families below poverty line,Does LEA meet low-income poverty requirement?,Alternate Poverty Data Provided by State,"According to alternate data, does LEA meet low-income poverty requirement?","Does each school in LEA have locale code of 6,7, or 8?","FY 2011 Title II, Part A allocation amount","FY 2011 Title II, Part D formula allocation amount - PLEASE LEAVE BLANK","FY 2011 Title IV, Part A allocation amount - PLEASE LEAVE BLANK",FY 2011 Title V allocation amount - PLEASE LEAVE BLANK,SRSA rural eligible,SRSA Small Eligible,SRSA Rural Eligible,SRSA Small Check,SRSA eligible,RLIS rural eligible,RLIS pov. Eligible,Initial RLIS eligible,RLIS eligible
3600964,310400860919,DREAM CHARTER SCHOOL,232 E 103RD ST,NEW YORK,NY,10029,,2127220232,1,NO,NO,200,NO,M,NO,,,NO,"$6,803",,,,0,1,0,0,-,0,0,0,-
3609330,610301060000,DRYDEN CENTRAL SCHOOL DISTRICT,PO BOX 88,DRYDEN,NY,13053,88,6078445361,"4,8",NO,NO,1765,NO,14.16,NO,,,NO,N/A,,,,0,0,0,0,-,0,0,0,-
3609360,530101040000,DUANESBURG CENTRAL SCHOOL DISTRICT,133 SCHOOL DR,DELANSON,NY,12053,129,5188952279,8,YES,YES,882,NO,8.63,NO,,,YES,"$34,023",,,,1,0,0,0,-,1,0,0,-
3609390,680801040000,DUNDEE CENTRAL SCHOOL DISTRICT,55 WATER ST,DUNDEE,NY,14837,1099,6072435533,7,YES,YES,818,NO,30.26,YES,,,YES,N/A,,,,1,0,0,0,-,1,1,Initial,RLIS
3609420,60800010000,DUNKIRK CITY SCHOOL DISTRICT,620 MARAUDER DR,DUNKIRK,NY,14048,1396,7163669300,6,NO,NO,1993,NO,32.89,YES,,,YES,"$211,101",,,,0,0,0,0,-,1,1,Initial,RLIS
3680280,139000000000,DUTCHESS BOCES,5 BOCES RD,POUGHKEEPSIE,NY,12601,,8454864800,4,NO,NO,N/A,NO,M,NO,,,NO,N/A,,,,0,0,0,0,-,0,0,0,-
3609540,140301030000,EAST AURORA UNION FREE SCHOOL DISTRICT,430 MAIN ST,EAST AURORA,NY,14052,1750,7166872302,"3,8",NO,NO,1933,NO,5.94,NO,,,NO,"$56,752",,,,0,0,0,0,-,0,0,0,-
3604920,430501040000,EAST BLOOMFIELD CENTRAL SCHOOL DISTRICT,PO BOX 98,EAST BLOOMFIELD,NY,14443,98,5856576121,8,YES,YES,1016,NO,10.32,NO,,,YES,"$38,165",,,,1,0,0,0,-,1,0,0,-
3600975,800000066513,EAST BLOOMFIELD MEOP,EAST BLOOMFIELD CSD,BLOOMFIELD,NY,14469,,5856577162,,,NO,N/A,NO,M,NO,,,,N/A,,,,0,0,0,0,-,0,0,0,-
3609630,490301060000,EAST GREENBUSH CENTRAL SCHOOL DISTRICT,29 ENGLEWOOD AVE,EAST GREENBUSH,NY,12061,2213,5182072531,"4,8",NO,NO,4343,NO,6.7,NO,,,NO,"$111,714",,,,0,0,0,0,-,0,0,0,-
3609660,580301020000,EAST HAMPTON UNION FREE SCHOOL DISTRICT,4 LONG LN,EAST HAMPTON,NY,11937,2409,6313294104,"3,8",NO,NO,1845,NO,12.18,NO,,,NO,"$47,003",,,,0,0,0,0,-,0,0,0,-
3601042,310400860995,EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL,1573 MADISON AVE,NEW YORK,NY,10029,,,,,,,,M,NO,,,,"$5,404",,,,0,0,0,0,-,0,0,0,-
3609690,260801060000,EAST IRONDEQUOIT CENTRAL SCHOOL DISTRICT,600 PARDEE RD,ROCHESTER,NY,14609,2898,5853391210,4,NO,NO,3082,NO,17.78,NO,,,NO,"$109,345",,,,0,0,0,0,-,0,0,0,-
3609720,580503030000,EAST ISLIP UNION FREE SCHOOL DISTRICT,1 C B GARIEPY AVE,ISLIP TERRACE,NY,11752,2820,6312242000,3,NO,NO,4618,NO,3.63,NO,,,NO,"$154,665",,,,0,0,0,0,-,0,0,0,-
3609840,280203030000,EAST MEADOW UNION FREE SCHOOL DISTRICT,718 THE PLAIN RD,WESTBURY,NY,11590,,5164785776,3,NO,NO,7338,NO,5.03,NO,,,NO,"$185,224",,,,0,0,0,0,-,0,0,0,-
3609870,580234020000,EAST MORICHES UNION FREE SCHOOL DISTRICT,9 ADELAIDE AVE,EAST MORICHES,NY,11940,1320,6318780162,3,NO,NO,741,NO,4.26,NO,,,NO,"$28,227",,,,0,0,0,0,-,0,0,0,-
3609900,580917020000,EAST QUOGUE UNION FREE SCHOOL DISTRICT,6 CENTRAL AVE,EAST QUOGUE,NY,11942,9632,6316535210,3,NO,NO,407,NO,8.85,NO,,,NO,"$19,678",,,,0,1,0,0,-,0,0,0,-
3627810,500402060000,EAST RAMAPO CENTRAL SCHOOL DISTRICT (SPRING VALLEY),105 S MADISON AVE,SPRING VALLEY,NY,10977,5400,8455776011,3,NO,NO,8118,NO,28.78,YES,,,NO,"$1,185,077",,,,0,0,0,0,-,0,1,0,-
3609930,261313030000,EAST ROCHESTER UNION FREE SCHOOL DISTRICT,222 WOODBINE AVE,EAST ROCHESTER,NY,14445,1860,5852486302,4,NO,NO,1107,NO,20.51,YES,,,NO,"$60,344",,,,0,0,0,0,-,0,1,0,-
3609960,280219030000,EAST ROCKAWAY UNION FREE SCHOOL DISTRICT,443 OCEAN AVE,EAST ROCKAWAY,NY,11518,1299,5168878300,3,NO,NO,1286,NO,8.23,NO,,,NO,"$32,122",,,,0,0,0,0,-,0,0,0,-
3609990,420401060000,EAST SYRACUSE MINOA CENTRAL SCHOOL DISTRICT,407 FREMONT RD,EAST SYRACUSE,NY,13057,2631,3154343012,"4,8",NO,NO,3313,NO,13.07,NO,,,NO,"$112,246",,,,0,0,0,0,-,0,0,0,-
3610050,280402030000,EAST WILLISTON UNION FREE SCHOOL DISTRICT,11 BACON RD,OLD WESTBURY,NY,11568,1599,5163333758,3,NO,NO,1807,NO,3.47,NO,,,NO,"$42,349",,,,0,0,0,0,-,0,0,0,-
3610080,660301030000,EASTCHESTER UNION FREE SCHOOL DISTRICT,580 WHITE PLAINS RD,EASTCHESTER,NY,10709,5506,9147936130,3,NO,NO,3081,NO,5.63,NO,,,NO,N/A,,,,0,0,0,0,-,0,0,0,-
3680820,589100000000,EASTERN SUFFOLK BOCES,201 SUNRISE HWY,PATCHOGUE,NY,11772,,6316873006,3,NO,NO,N/A,NO,M,NO,,,NO,N/A,,,,0,0,0,0,-,0,0,0,-
3600125,580912060000,EASTPORT-SOUTH MANOR CSD,149 DAYTON AVE,MANORVILLE,NY,11949,9469,6318746720,3,NO,NO,3888,NO,3.64,NO,,,NO,"$81,475",,,,0,0,0,0,-,0,0,0,-
3610170,141201060000,EDEN CENTRAL SCHOOL DISTRICT,3150 SCHOOLVIEW RD,EDEN,NY,14057,267,7169923629,"3,8",NO,YES,1613,NO,7.6,NO,,,NO,"$54,003",,,,1,0,0,0,-,0,0,0,-
3610200,660406030000,EDGEMONT UNION FREE SCHOOL DISTRICT,300 WHITE OAK LN,SCARSDALE,NY,10583,1725,9144727768,3,NO,NO,1916,NO,5.12,NO,,,NO,N/A,,,,0,0,0,0,-,0,0,0,-
3610230,520601080000,EDINBURG COMMON SCHOOL DISTRICT,4 JOHNSON RD,EDINBURG,NY,12134,5390,5188638412,8,YES,YES,65,NO,22.84,YES,,,YES,"$13,123",,,,1,1,0,0,SRSA,1,1,Initial,RLIS
3610260,470501040000,EDMESTON CENTRAL SCHOOL DISTRICT,PO BOX 5129,EDMESTON,NY,13335,529,6079658931,7,YES,YES,460,NO,15.94,NO,,,YES,"$31,664",,,,1,1,0,0,SRSA,1,0,0,-
3600003,513102040000,EDWARDS-KNOX CENTRAL SCHOOL DISTRICT,PO BOX 630,RUSSELL,NY,13684,630,3155628100,7,YES,YES,588,NO,26.22,YES,,,YES,"$52,174",,,,1,1,0,0,SRSA,1,1,Initial,RLIS
3610380,180901040000,ELBA CENTRAL SCHOOL DISTRICT,PO BOX 370,ELBA,NY,14058,370,5857579967,7,YES,YES,478,NO,12.48,NO,,,YES,"$18,773",,,,1,1,0,0,SRSA,1,0,0,-
3610410,590801040000,ELDRED CENTRAL SCHOOL DISTRICT,PO BOX 249,ELDRED,NY,12732,249,8454561100,7,YES,YES,647,NO,22.55,YES,,,YES,N/A,,,,1,0,0,0,-,1,1,Initial,RLIS
3610440,150301040000,ELIZABETHTOWN-LEWIS CENTRAL SCHOOL DISTRICT,PO BOX 158,ELIZABETHTOWN,NY,12932,158,5188736371,7,YES,YES,306,NO,16.01,NO,,,YES,"$20,837",,,,1,1,0,0,SRSA,1,0,0,-
3610500,622002060000,ELLENVILLE CENTRAL SCHOOL DISTRICT,28 MAPLE AVE,ELLENVILLE,NY,12428,2000,8456470100,4,NO,NO,1705,NO,33.99,YES,,,NO,N/A,,,,0,0,0,0,-,0,1,0,-
3610530,40901040000,ELLICOTTVILLE CENTRAL SCHOOL DISTRICT,5873 RT 219,ELLICOTTVILLE,NY,14731,9719,7166992368,7,YES,YES,557,NO,11.88,NO,,,YES,"$27,755",,,,1,1,0,0,SRSA,1,0,0,-
3610560,70600010000,ELMIRA CITY SCHOOL DISTRICT,951 HOFFMAN ST,ELMIRA,NY,14905,1715,6077353010,"2,4,8",NO,NO,6798,NO,25.63,YES,,,NO,"$625,248",,,,0,0,0,0,-,0,1,0,-
3610590,70902060000,ELMIRA HEIGHTS CENTRAL SCHOOL DISTRICT,2083 COLLEGE AVE,ELMIRA HEIGHTS,NY,14903,1598,6077347114,4,NO,NO,1038,NO,20.53,YES,,,NO,"$49,974",,,,0,0,0,0,-,0,1,0,-
3610620,280216020000,ELMONT UNION FREE SCHOOL DISTRICT,135 ELMONT RD,ELMONT,NY,11003,1609,5163265500,3,NO,NO,3746,NO,10.33,NO,,,NO,"$136,444",,,,0,0,0,0,-,0,0,0,-
3610650,660409020000,ELMSFORD UNION FREE SCHOOL DISTRICT,98 S GOODWIN AVE,ELMSFORD,NY,10523,3711,9145926632,3,NO,NO,939,NO,10.65,NO,,,NO,N/A,,,,0,0,0,0,-,0,0,0,-
3600160,140600860896,ELMWOOD VILLAGE CHARTER SCHOOL,124 ELMWOOD AVE,BUFFALO,NY,14201,,7168864581,1,NO,NO,199,NO,M,NO,,,NO,"$6,995",,,,0,1,0,0,-,0,0,0,-
3610680,580401020000,ELWOOD UNION FREE SCHOOL DISTRICT,100 KENNETH AVE,GREENLAWN,NY,11740,2900,6312665400,3,NO,NO,2643,NO,4.59,NO,,,NO,"$53,586",,,,0,0,0,0,-,0,0,0,-
3600073,140600860856,ENTERPRISE CHARTER SCHOOL,275 OAK ST,BUFFALO,NY,14203,1638,7168552114,1,NO,NO,405,NO,M,NO,,,NO,"$34,478",,,,0,1,0,0,-,0,0,0,-
3601005,321100860956,EQUALITY CHARTER SCHOOL,4140 HUTCHINSON RIVER PKWY E,BRONX,NY,10475,,7183203032,1,NO,NO,205,NO,M,NO,,,NO,N/A,,,,0,1,0,0,-,0,0,0,-
3680300,149100000000,ERIE 1 BOCES,355 HARLEM RD,WEST SENECA,NY,14224,1892,7168217001,3,NO,NO,N/A,NO,M,NO,,,NO,N/A,,,,0,0,0,0,-,0,0,0,-
3680320,149200000000,ERIE 2-CHAUTAUQUA-CATTARAUGUS BOCES,8685 ERIE RD,ANGOLA,NY,14006,,7165494454,8,YES,YES,N/A,NO,M,NO,,,YES,N/A,,,,1,0,0,0,-,1,0,0,-
3600026,261600860811,EUGENIO MARIA DE HOSTOS CHARTER SCHOOL,938 CLIFFORD AVE,ROCHESTER,NY,14621,4808,5855446170,2,NO,NO,353,NO,M,NO,,,NO,"$16,902",,,,0,1,0,0,-,0,0,0,-
3616560,141401060000,EVANS-BRANT CENTRAL SCHOOL DISTRICT (LAKE SHORE),959 BEACH RD,ANGOLA,NY,14006,9782,7169262201,"3,8",NO,NO,2698,NO,14.05,NO,,,NO,"$142,036",,,,0,0,0,0,-,0,0,0,-
3600988,280201860947,EVERGREEN CHARTER SCHOOL,605 PENINSULA BLVD,HEMPSTEAD,NY,11550,,5162922060,3,NO,NO,149,NO,M,NO,,,NO,"$6,346",,,,0,1,0,0,-,0,0,0,-
3600114,331600860860,EXCELLENCE BOYS CHARTER SCHOOL OF BEDFORD STUYVESANT,225 PATCHEN AVE,BROOKLYN,NY,11233,,7186381830,1,NO,NO,433,NO,M,NO,,,NO,"$10,972",,,,0,1,0,0,-,0,0,0,-
3601000,331600860938,EXCELLENCE GIRLS CHARTER SCHOOL,794 MONROE ST - 3RD FL,BROOKLYN,NY,11221,,7186381875,1,NO,NO,228,NO,M,NO,,,NO,"$7,638",,,,0,1,0,0,-,0,0,0,-
3600157,331700860841,EXPLORE CHARTER SCHOOL,15 SNYDER AVE,BROOKLYN,NY,11226,,7187034484,1,NO,NO,478,NO,M,NO,,,NO,"$22,710",,,,0,1,0,0,-,0,0,0,-
3600994,331700860950,EXPLORE EMPOWER CHARTER SCHOOL,188 ROCHESTER AVE,BROOKLYN,NY,11213,,7187712090,1,NO,NO,223,NO,M,NO,,,NO,"$9,295",,,,0,1,0,0,-,0,0,0,-
3610860,420601040000,FABIUS-POMPEY CENTRAL SCHOOL DISTRICT,PO BOX 163,FABIUS,NY,13063,8719,3156835301,8,YES,YES,787,NO,11.35,NO,,,YES,"$28,148",,,,1,0,0,0,-,1,0,0,-
3600999,331700860951,FAHARI ACADEMY CHARTER SCHOOL,72 VERONICA PL-4TH FL,BROOKLYN,NY,11226,,7182825139,1,NO,NO,165,NO,M,NO,,,NO,"$6,605",,,,0,1,0,0,-,0,0,0,-
3610890,261301060000,FAIRPORT CENTRAL SCHOOL DISTRICT,38 W CHURCH ST,FAIRPORT,NY,14450,2130,5854212004,4,NO,NO,6526,NO,5.9,NO,,,NO,"$158,347",,,,0,0,0,0,-,0,0,0,-
3610920,61101040000,FALCONER CENTRAL SCHOOL DISTRICT,2 EAST AVE N,FALCONER,NY,14733,1395,7166656624,7,YES,NO,1218,NO,20.94,YES,,,YES,"$70,047",,,,1,0,0,0,-,1,1,Initial,RLIS
3610950,590501060000,FALLSBURG CENTRAL SCHOOL DISTRICT,PO BOX 124,FALLSBURG,NY,12733,124,8454345884,7,YES,YES,1347,NO,25.8,YES,,,YES,N/A,,,,1,0,0,0,-,1,1,Initial,RLIS
3600066,320900860839,FAMILY LIFE ACADEMY CHARTER SCHOOL,14 W 170TH ST,BRONX,NY,10452,3227,7184108100,1,NO,NO,383,NO,M,NO,,,NO,"$14,742",,,,0,1,0,0,-,0,0,0,-
3610980,280522030000,FARMINGDALE UNION FREE SCHOOL DISTRICT,50 VAN COTT AVE,FARMINGDALE,NY,11735,3742,5167526510,3,NO,NO,6088,NO,4.52,NO,,,NO,"$182,438",,,,0,0,0,0,-,0,0,0,-
3618330,421001060000,FAYETTEVILLE-MANLIUS CENTRAL SCHOOL DISTRICT,8199 E SENECA TPKE,MANLIUS,NY,13104,2140,3156921200,"4,8",NO,NO,4518,NO,4.62,NO,,,NO,"$88,554",,,,0,0,0,0,-,0,0,0,-
3611070,22001040000,FILLMORE CENTRAL SCHOOL DISTRICT,PO BOX 177,FILLMORE,NY,14735,177,5855672251,7,YES,YES,673,NO,29.09,YES,,,YES,"$59,344",,,,1,0,0,0,-,1,1,Initial,RLIS
3621540,580514020000,FIRE ISLAND UNION FREE SCHOOL DISTRICT,99 MAPLE ST,BAY SHORE,NY,11706,428,6315835626,3,NO,YES,16,NO,10.42,NO,,,NO,"$2,302",,,,1,1,0,0,SRSA,0,0,0,-
3611100,581004020000,FISHERS ISLAND UNION FREE SCHOOL DISTRICT,F I FERRY DOCK-5 WATERFRONT PK,NEW LONDON,NY,6320,600,6317887444,8,YES,YES,72,NO,11.76,NO,,,YES,"$1,702",,,,1,1,0,0,SRSA,1,0,0,-
3611160,280222020000,FLORAL PARK-BELLEROSE UNION FREE SCHOOL DISTRICT,1 POPPY PL,FLORAL PARK,NY,11001,2303,5163279300,3,NO,NO,1483,NO,3.69,NO,,,NO,"$52,589",,,,0,0,0,0,-,0,0,0,-
3625320,442115020000,FLORIDA UNION FREE SCHOOL DISTRICT,PO BOX 757,FLORIDA,NY,10921,757,8456513095,"4,8",NO,NO,849,NO,6.65,NO,,,NO,"$15,943",,,,0,0,0,0,-,0,0,0,-
3611190,270601040000,FONDA-FULTONVILLE CENTRAL SCHOOL DISTRICT,PO BOX 1501,FONDA,NY,12068,1501,5188534415,7,YES,YES,1390,NO,12.89,NO,,,YES,"$81,715",,,,1,0,0,0,-,1,0,0,-
3611250,61503040000,FORESTVILLE CENTRAL SCHOOL DISTRICT,12 WATER ST,FORESTVILLE,NY,14062,9674,7169652742,7,YES,YES,566,NO,18.54,NO,,,YES,"$35,606",,,,1,1,0,0,SRSA,1,0,0,-
3611280,640502040000,FORT ANN CENTRAL SCHOOL DISTRICT,PO BOX 467,FORT ANN,NY,12827,5039,5186395594,8,YES,YES,517,NO,12.19,NO,,,YES,N/A,,,,1,1,0,0,SRSA,1,0,0,-
3611310,640601020000,FORT EDWARD UNION FREE SCHOOL DISTRICT,220 BROADWAY,FORT EDWARD,NY,12828,1598,5187474594,4,NO,NO,506,NO,20.35,YES,,,NO,N/A,,,,0,1,0,0,-,0,1,0,-
3611370,270701040000,FORT PLAIN CENTRAL SCHOOL DISTRICT,25 HIGH ST,FORT PLAIN,NY,13339,1218,5189934000,7,YES,NO,837,NO,34.92,YES,,,YES,"$72,749",,,,1,0,0,0,-,1,1,Initial,RLIS
3611400,210402060000,FRANKFORT-SCHUYLER CENTRAL SCHOOL DISTRICT,605 PALMER ST,FRANKFORT,NY,13340,1310,3158945083,"4,8",NO,NO,1183,NO,20.48,YES,,,NO,"$44,355",,,,0,0,0,0,-,0,1,0,-
3611430,120701040000,FRANKLIN CENTRAL SCHOOL DISTRICT,PO BOX 888,FRANKLIN,NY,13775,888,6078293551,7,YES,YES,261,NO,22.29,YES,,,YES,"$19,644",,,,1,1,0,0,SRSA,1,1,Initial,RLIS
3611460,280217020000,FRANKLIN SQUARE UNION FREE SCHOOL DISTRICT,760 WASHINGTON ST,FRANKLIN SQUARE,NY,11010,3898,5165056975,3,NO,NO,1907,NO,4.62,NO,,,NO,"$45,245",,,,0,0,0,0,-,0,0,0,-
3680340,169000000000,FRANKLIN-ESSEX-HAMILTON BOCES,PO BOX 28,MALONE,NY,12953,,5184836420,6,NO,NO,N/A,NO,M,NO,,,YES,N/A,,,,0,0,0,0,-,1,0,0,-
3611490,41101040000,FRANKLINVILLE CENTRAL SCHOOL DISTRICT,31 N MAIN ST,FRANKLINVILLE,NY,14737,1097,7166768029,7,YES,YES,716,NO,22.66,YES,,,YES,"$69,743",,,,1,0,0,0,-,1,1,Initial,RLIS
3611520,62201060000,FREDONIA CENTRAL SCHOOL DISTRICT,425 E MAIN ST,FREDONIA,NY,14063,1496,7166791581,6,NO,NO,1515,NO,13.38,NO,,,YES,"$89,408",,,,0,0,0,0,-,1,0,0,-
3600976,800000066514,FREDONIA MEOP,SUNY COLLEGE AT FREDONIA,FREDONIA,NY,14063,,7166733526,,,NO,N/A,NO,M,NO,,,,N/A,,,,0,0,0,0,-,0,0,0,-
3611550,280209030000,FREEPORT UNION FREE SCHOOL DISTRICT,PO BOX 50,FREEPORT,NY,11520,801,5168675205,3,NO,NO,6306,NO,16.55,NO,,,NO,"$300,742",,,,0,0,0,0,-,0,0,0,-
3611610,60301040000,FREWSBURG CENTRAL SCHOOL DISTRICT,PO BOX 690,FREWSBURG,NY,14738,690,7165699241,7,YES,YES,861,NO,13.74,NO,,,YES,"$45,182",,,,1,0,0,0,-,1,0,0,-
3611640,21601040000,FRIENDSHIP CENTRAL SCHOOL DISTRICT,46 W MAIN ST,FRIENDSHIP,NY,14739,9702,5859733534,7,YES,YES,368,NO,29.36,YES,,,YES,"$40,001",,,,1,1,0,0,SRSA,1,1,Initial,RLIS
3611670,141604060000,FRONTIER CENTRAL SCHOOL DISTRICT,S 5120 ORCHARD AVE,HAMBURG,NY,14075,5657,7169261711,3,NO,NO,5092,NO,8.53,NO,,,NO,"$159,409",,,,0,0,0,0,-,0,0,0,-
3611700,460500010000,FULTON CITY SCHOOL DISTRICT,167 S 4TH ST,FULTON,NY,13069,1859,3155935510,"4,8",NO,NO,3656,NO,23.41,YES,,,NO,"$228,435",,,,0,0,0,0,-,0,1,0,-
3600139,310300860881,FUTURE LEADERS INSTITUTE CHARTER SCHOOL,134 W 122ND ST,NEW YORK,NY,10027,,2126782868,1,NO,NO,357,NO,M,NO,,,NO,"$16,573",,,,0,1,0,0,-,0,0,0,-
3611730,520701040000,GALWAY CENTRAL SCHOOL DISTRICT,PO BOX 130,GALWAY,NY,12074,130,5188821033,8,YES,YES,1090,NO,10.32,NO,,,YES,"$41,583",,,,1,0,0,0,-,1,0,0,-
3611740,650902040000,GANANDA CENTRAL SCHOOL DISTRICT,1500 DAYSPRING RDG,WALWORTH,NY,14568,9518,3159863521,"4,8",NO,NO,1111,NO,6.87,NO,,,NO,N/A,,,,0,0,0,0,-,0,0,0,-
3611760,280218030000,GARDEN CITY UNION FREE SCHOOL DISTRICT,PO BOX 216,GARDEN CITY,NY,11530,216,5164781010,3,NO,NO,4092,NO,4.08,NO,,,NO,"$78,743",,,,0,0,0,0,-,0,0,0,-
3611860,480404020000,GARRISON UNION FREE SCHOOL DISTRICT,PO BOX 193,GARRISON,NY,10524,193,8454243689,8,YES,NO,260,NO,5.25,NO,,,YES,"$6,583",,,,1,1,0,0,SRSA,1,0,0,-
3611880,260401060000,GATES-CHILI CENTRAL SCHOOL DISTRICT,3 SPARTAN WAY,ROCHESTER,NY,14624,1440,5852475050,"2,4",NO,NO,4435,NO,11.01,NO,,,NO,"$144,675",,,,0,0,0,0,-,0,0,0,-
3611910,220401040000,GENERAL BROWN CENTRAL SCHOOL DISTRICT,PO BOX 500,DEXTER,NY,13634,9731,3156395100,7,YES,NO,1483,NO,13.05,NO,,,YES,"$65,610",,,,1,0,0,0,-,1,0,0,-
3600029,261600860826,GENESEE COMMUNITY CHARTER SCHOOL AT THE ROCHESTER MUSEUM,657 EAST AVE,ROCHESTER,NY,14607,2177,5856971960,2,NO,NO,203,NO,M,NO,,,NO,"$8,293",,,,0,1,0,0,-,0,0,0,-
3680460,249000000000,GENESEE VALLEY BOCES,80 MUNSON ST,LE ROY,NY,14482,,5856587903,6,NO,NO,N/A,NO,M,NO,,,YES,N/A,,,,0,0,0,0,-,1,0,0,-
3600017,20702040000,GENESEE VALLEY CENTRAL SCHOOL DISTRICT,1 JAGUAR DR,BELMONT,NY,14813,9788,5852687900,7,YES,YES,624,NO,19.94,NO,,,YES,"$44,869",,,,1,0,0,0,-,1,0,0,-
3600977,800000066515,GENESEE VALLEY MEOP,27 LACKAWANNA AVENUE,ST. MORRIS,NY,14510,,5856587960,,,NO,N/A,NO,M,NO,,,,N/A,,,,0,0,0,0,-,0,0,0,-
3611940,240401040000,GENESEO CENTRAL SCHOOL DISTRICT,4050 AVON RD,GENESEO,NY,14454,9799,5852433450,8,YES,NO,899,NO,14.04,NO,,,YES,"$38,631",,,,1,0,0,0,-,1,0,0,-
3611970,430700010000,GENEVA CITY SCHOOL DISTRICT,400 W NORTH ST,GENEVA,NY,14456,3492,3157810276,4,NO,NO,2256,NO,21.56,YES,,,NO,"$164,849",,,,0,0,0,0,-,0,1,0,-
3615030,610327020000,GEORGE JUNIOR REPUBLIC UNION FREE SCHOOL DISTRICT,24 MCDONALD RD,FREEVILLE,NY,13068,9699,6078446343,8,YES,NO,195,NO,M,NO,,,YES,N/A,,,,1,1,0,0,SRSA,1,0,0,-
3622100,81401040000,GEORGETOWN-SOUTH OTSELIC CENTRAL SCHOOL DISTRICT,PO BOX 161,SOUTH OTSELIC,NY,13155,161,3156534047,"7,8",YES,YES,389,NO,19.42,NO,,,YES,"$24,445",,,,1,1,0,0,SRSA,1,0,0,-
3612030,100902040000,GERMANTOWN CENTRAL SCHOOL DISTRICT,123 MAIN ST,GERMANTOWN,NY,12526,5326,5185376280,7,YES,YES,589,NO,12.11,NO,,,YES,"$22,867",,,,1,1,0,0,SRSA,1,0,0,-
3604757,470202040000,GILBERTSVILLE-MOUNT UPTON CENTRAL SCHOOL DISTRICT,693 STATE HWY 51,GILBERTSVILLE,NY,13776,1104,6077832207,7,YES,YES,433,NO,16.22,NO,,,YES,"$24,955",,,,1,1,0,0,SRSA,1,0,0,-
3612120,540801040000,GILBOA-CONESVILLE CENTRAL SCHOOL DISTRICT,132 WYCKOFF RD,GILBOA,NY,12076,9703,6075887541,8,YES,YES,373,NO,19.05,NO,,,YES,"$27,372",,,,1,1,0,0,SRSA,1,0,0,-
3600136,310100860866,GIRLS PREPARATORY CHARTER SCHOOL OF NEW YORK,442 E HOUSTON ST-RM 312,NEW YORK,NY,10002,,2123880241,1,NO,NO,352,NO,M,NO,,,NO,"$7,164",,,,0,1,0,0,-,0,0,0,-
3600986,320800860940,GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX,681 KELLY ST - RM 205,BRONX,NY,10455,,7182922113,1,NO,NO,206,NO,M,NO,,,NO,N/A,,,,0,1,0,0,-,0,0,0,-
3612180,280100010000,GLEN COVE CITY SCHOOL DISTRICT,150 DOSORIS LN,GLEN COVE,NY,11542,1237,5168017010,3,NO,NO,3057,NO,16.3,NO,,,NO,"$132,587",,,,0,0,0,0,-,0,0,0,-
3612240,630300010000,GLENS FALLS CITY SCHOOL DISTRICT,15 QUADE ST,GLENS FALLS,NY,12801,2725,5187921212,2,NO,NO,2213,NO,17.28,NO,,,NO,N/A,,,,0,0,0,0,-,0,0,0,-
3602310,630918080000,GLENS FALLS COMMON SCHOOL DISTRICT,120 LAWRENCE ST,GLENS FALLS,NY,12801,3758,5187923231,2,NO,NO,191,NO,24.72,YES,,,NO,N/A,,,,0,1,0,0,-,0,1,0,-
3600067,141800860044,GLOBAL CONCEPTS CHARTER SCHOOL,1001 RIDGE RD,LACKAWANNA,NY,14218,3595,7168211903,3,NO,NO,708,NO,M,NO,,,NO,"$26,101",,,,0,0,0,0,-,0,0,0,-
3612270,170500010000,GLOVERSVILLE CITY SCHOOL DISTRICT,PO BOX 593,GLOVERSVILLE,NY,12078,5,5187755791,6,NO,NO,3014,NO,28.53,YES,,,YES,"$217,820",,,,0,0,0,0,-,1,1,Initial,RLIS
3612300,430901060000,GORHAM-MIDDLESEX CENTRAL SCHOOL DISTRICT (MARCUS WHITMAN),4100 BALDWIN RD,RUSHVILLE,NY,14544,9799,5855544848,"7,8",YES,NO,1283,NO,19.03,NO,,,YES,"$62,505",,,,1,0,0,0,-,1,0,0,-
3612330,440601040000,GOSHEN CENTRAL SCHOOL DISTRICT,227 MAIN ST,GOSHEN,NY,10924,2158,8456156720,"4,8",NO,NO,2951,NO,6.42,NO,,,NO,"$66,002",,,,0,0,0,0,-,0,0,0,-
3612360,511101060000,GOUVERNEUR CENTRAL SCHOOL DISTRICT,133 E BARNEY ST,GOUVERNEUR,NY,13642,1100,3152874870,"6,7",NO,NO,1620,NO,25.06,YES,,,YES,"$131,377",,,,0,0,0,0,-,1,1,Initial,RLIS
3612390,42801060000,GOWANDA CENTRAL SCHOOL DISTRICT,10674 PROSPECT ST,GOWANDA,NY,14070,1384,7165323325,"6,7",NO,NO,1347,NO,16.95,NO,,,YES,"$88,747",,,,0,0,0,0,-,1,0,0,-
3600112,320900860872,GRAND CONCOURSE ACADEMY CHARTER SCHOOL,116-118 E 169TH ST,BRONX,NY,10452,7704,7185901300,1,NO,NO,398,NO,M,NO,,,NO,"$17,225",,,,0,1,0,0,-,0,0,0,-
